Title,Score
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.98
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.98
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,7.98
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,7.98
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.98
Saint Seiya: The Lost Canvas - Meiou Shinwa,7.98
School Rumble Ni Gakki,7.98
Kakushigoto,7.97
Koukaku Kidoutai 2.0,7.97
Maoujou de Oyasumi,7.97
Niehime to Kemono no Ou,7.97
Akagami no Shirayuki-hime 2nd Season,7.97
Code Geass: Hangyaku no Lelouch III - Oudou,7.97
Dragon Ball,7.97
Haibane Renmei,7.97
IDOLiSH7 Vibrato,7.97
Wan Sheng Jie,7.97
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.96
Yofukashi no Uta,7.96
Youjo Senki,7.96
Ookiku Furikabutte: Natsu no Taikai-hen,7.96
ReLIFE,7.96
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.96
Durarara!!x2 Ten,7.96
Eve no Jikan (Movie),7.96
High Score Girl: Extra Stage,7.96
Hokuto no Ken,7.96
Hyouge Mono,7.96
Aria the Origination: Sono Choppiri Himitsu no Basho ni...,7.95
Atarashii Joushi wa Do Tennen,7.95
Bishoujo Senshi Sailor Moon: Sailor Stars,7.95
Bleach,7.95
Boku no Hero Academia the Movie 2: Heroes:Rising,7.95
Girls & Panzer: Saishuushou Part 1,7.95
High Score Girl II,7.95
Tate no Yuusha no Nariagari,7.95
Tennis no Oujisama: Zenkoku Taikai-hen - Final,7.95
Working!!!,7.95
Kurenai no Buta,7.95
Mahou Shoujo Lyrical Nanoha A's,7.95
Major Movie: Yuujou no Winning Shot,7.95
Nagi no Asu kara,7.95
Kanon (2006),7.94
Kidou Senshi Gundam Thunderbolt,7.94
Kidou Senshi Gundam Thunderbolt: December Sky,7.94
Kindaichi Shounen no Jikenbo,7.94
Kobato.,7.94
Kobayashi-san Chi no Maid Dragon,7.94
Macross F Movie 2: Sayonara no Tsubasa,7.94
Non Non Biyori,7.94
Noragami,7.94
Sakasama no Patema,7.94
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94
Gake no Ue no Ponyo,7.94
Hikaru no Go: Hokuto Hai e no Michi,7.94
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.94
Tekkon Kinkreet,7.94
Wotaku ni Koi wa Muzukashii OVA,7.94
Yi Nian Yong Heng,7.94
Usagi Drop Specials,7.93
Vampire Hunter D (2000),7.93
Wotaku ni Koi wa Muzukashii,7.93
xxxHOLiC Movie: Manatsu no Yoru no Yume,7.93
Yowamushi Pedal,7.93
Kono Oto Tomare!,7.93
Love Live! Superstar!!,7.93
Macross: Do You Remember Love?,7.93
Mawaru Penguindrum,7.93
Nurarihyon no Mago: Sennen Makyou,7.93
One Piece Film: Strong World Episode 0,7.93
Osomatsu-san,7.93
Phantom: Requiem for the Phantom,7.93
Quanzhi Gaoshou 2,7.93
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",7.93
Full Moon wo Sagashite,7.93
Hidamari Sketch x Honeycomb,7.93
Bungou Stray Dogs: Dead Apple,7.92
Douluo Dalu,7.92
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.92
Full Metal Panic! The Second Raid,7.92
Gochuumon wa Usagi desu ka? Bloom,7.92
Hanamonogatari,7.92
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.92
Kidou Senshi Gundam: Suisei no Majo Season 2,7.92
Kimi to Boku. 2,7.92
Kokoro Connect: Michi Random,7.92
Nekomonogatari: Kuro,7.92
Overlord III,7.92
Kuroshitsuji: Kishuku Gakkou-hen,7.91
Kuuchuu Buranko,7.91
Log Horizon,7.91
Love Live! The School Idol Movie,7.91
Overlord,7.91
Plastic Memories,7.91
Promare,7.91
Cike Wu Liuqi,7.91
City Hunter,7.91
Code Geass: Fukkatsu no Lelouch,7.91
Darker than Black: Kuro no Keiyakusha Gaiden,7.91
Eyeshield 21,7.91
Initial D Third Stage,7.91
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.91
Takarajima,7.91
Tamako Love Story,7.91
Tokyo Revengers,7.91
Trigun: Badlands Rumble,7.91
Yakitate!! Japan,7.91
Yuru Yuri San☆Hai!,7.91
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.9
Tensei shitara Slime Datta Ken 3rd Season,7.9
Vanitas no Karte,7.9
Yuanshen: Weixing zhi Lu,7.9
Yuri!!! on Ice,7.9
Zetsuen no Tempest,7.9
Kaleido Star,7.9
Kingdom,7.9
Les Misérables: Shoujo Cosette,7.9
Meitantei Conan OVA 09: 10-nengo no Stranger,7.9
"Natsu e no Tunnel, Sayonara no Deguchi",7.9
Ore Monogatari!!,7.9
BanG Dream! Movie: Poppin' Dream!,7.9
Date A Live II: Kurumi Star Festival,7.9
Densetsu Kyojin Ideon: Hatsudou-hen,7.9
Ergo Proxy,7.9
Gakuen Babysitters,7.9
Hanasaku Iroha,7.9
Hidamari Sketch x ☆☆☆,7.9
Ie Naki Ko Remy,7.9
Aria the Avvenire,7.89
BanG Dream! Film Live 2nd Stage,7.89
Benghuai: Xing Qiong Tiedao - Gelamo de Yujin,7.89
Berserk: Ougon Jidai-hen - Memorial Edition,7.89
Bishoujo Senshi Sailor Moon S,7.89
Drifters,7.89
Final Fantasy VII: Advent Children Complete,7.89
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.89
Shirokuma Cafe,7.89
Summer Ghost,7.89
Ushio to Tora (TV) 2nd Season,7.89
Yagate Kimi ni Naru,7.89
Yuzuki-san Chi no Yonkyoudai.,7.89
Zoku Sayonara Zetsubou Sensei,7.89
Jormungand: Perfect Order,7.89
Karigurashi no Arrietty,7.89
Lupin III (2015),7.89
Macross,7.89
Mahoutsukai no Yome Season 2 Part 2,7.89
Sakigake!! Cromartie Koukou,7.89
School Rumble,7.89
JoJo no Kimyou na Bouken (TV),7.88
Kidou Senshi Zeta Gundam,7.88
Macross F,7.88
Megalo Box,7.88
Meitantei Conan Movie 02: 14-banme no Target,7.88
Nige Jouzu no Wakagimi,7.88
One Piece Film: Gold,7.88
Saiunkoku Monogatari,7.88
Boku no Hero Academia 4th Season,7.88
Code Geass: Hangyaku no Lelouch I - Koudou,7.88
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.88
Death Billiards,7.88
Free! Eternal Summer: Kindan no All Hard!,7.88
Ginga Sengoku Gunyuuden Rai,7.88
Golden Kamuy,7.88
Higurashi no Naku Koro ni,7.88
Hoozuki no Reitetsu 2nd Season,7.88
Jigoku Shoujo Futakomori,7.88
Shijou Saikyou no Deshi Kenichi OVA,7.88
Shingeki no Kyojin OVA,7.88
Space☆Dandy,7.88
Tennis no Oujisama: Zenkoku Taikai-hen,7.88
Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,7.88
Undead Girl Murder Farce,7.88
Terra e... (TV),7.87
Tonikaku Kawaii,7.87
Wu Shan Wu Xing (2020),7.87
Yoru no Kurage wa Oyogenai,7.87
Zan Sayonara Zetsubou Sensei,7.87
Kami nomi zo Shiru Sekai II,7.87
Kidou Senshi Gundam: Suisei no Majo - Prologue,7.87
Kotonoha no Niwa,7.87
New Initial D Movie: Legend 3 - Mugen,7.87
Ookiku Furikabutte,7.87
Osomatsu-san Movie,7.87
Quanzhi Gaoshou,7.87
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.87
Carnival Phantasm,7.87
ef: A Tale of Memories.,7.87
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,7.87
Aishang Ta de Liyou,7.86
Aishang Ta de Liyou Extra,7.86
Boku no Hero Academia,7.86
Cool Doji Danshi,7.86
Doupo Cangqiong 3rd Season,7.86
Fanren Xiu Xian Chuan 2nd Season,7.86
High☆Speed! Movie: Free! Starting Days,7.86
Ie Naki Ko,7.86
InuYasha,7.86
Xian Ni,7.86
K-On!,7.86
Kidou Senshi Gundam: Suisei no Majo,7.86
"Komi-san wa, Comyushou desu.",7.86
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.86
Magic Kaito 1412,7.86
Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.86
Meitantei Conan Movie 01: Tokei Jikake no Matenrou,7.86
Meitantei Conan Movie 23: Konjou no Fist,7.86
Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.86
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.86
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.86
Paradise Kiss,7.86
K-On!!: Keikaku!,7.85
Lupin III vs. Meitantei Conan: The Movie,7.85
Machikado Mazoku: 2-choume,7.85
Meitantei Conan Movie 22: Zero no Shikkounin,7.85
Noragami Aragoto OVA,7.85
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.85
Sayonara Zetsubou Sensei,7.85
Seitokai Yakuindomo* OVA,7.85
Sekaiichi Hatsukoi OVA,7.85
Beelzebub,7.85
Boku no Hero Academia 7th Season,7.85
Carole & Tuesday,7.85
Heartcatch Precure!,7.85
Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85
Soul Eater,7.85
Tennis no Oujisama,7.85
Top wo Nerae! Gunbuster,7.85
Urusei Yatsura (2022) 2nd Season,7.85
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,7.85
Yuru Yuri Nachuyachumi!,7.85
Tiger & Bunny,7.84
Tokyo Revengers: Tenjiku-hen,7.84
Tteotda Keunyeo!!,7.84
Umibe no Étranger,7.84
Urusei Yatsura 2: Beautiful Dreamer,7.84
Wu Dong Qian Kun 3rd Season,7.84
Yume-iro Pâtissière,7.84
K-On!: Live House!,7.84
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.84
Magi: Sinbad no Bouken (TV),7.84
Musekinin Kanchou Tylor,7.84
Oniisama e...,7.84
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.84
5-toubun no Hanayome Movie,7.84
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.84
Dark Gathering,7.84
Durarara!! Specials,7.84
Hanasaku Iroha Movie: Home Sweet Home,7.84
Hibike! Euphonium Movie 2: Todoketai Melody,7.84
Hoozuki no Reitetsu OVA,7.84
91 Days,7.83
Dance Dance Danseur,7.83
Doraemon (1979),7.83
Grisaia no Meikyuu: Caprice no Mayu 0,7.83
Haikyuu!! Riku vs. Kuu,7.83
Hug tto! Precure,7.83
Jibaku Shounen Hanako-kun,7.83
Trigun Stampede,7.83
Tsuki ga Michibiku Isekai Douchuu 2nd Season,7.83
Uchouten Kazoku,7.83
Uma Musume: Pretty Derby - Road to the Top,7.83
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,7.83
Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,7.83
Michiko to Hatchin,7.83
Seihou Bukyou Outlaw Star,7.83
Kara no Kyoukai Movie 4: Garan no Dou,7.82
Kidou Senshi Gundam: Senkou no Hathaway,7.82
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.82
Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,7.82
One Piece Film: Red,7.82
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.82
Owarimonogatari 2nd Season Recaps,7.82
Seitokai Yakuindomo Movie,7.82
Sekaiichi Hatsukoi 2,7.82
Shanhe Jian Xin,7.82
Break Blade Movie 4: Sanka no Chi,7.82
Danshi Koukousei no Nichijou Specials,7.82
Fanren Xiu Xian Chuan 3rd Season,7.82
Gekkan Shoujo Nozaki-kun,7.82
Gungrave,7.82
Haikyuu!! (OVA),7.82
Hidamari Sketch x 365,7.82
Id:Invaded,7.82
Shingeki no Kyojin: Lost Girls,7.82
Somali to Mori no Kamisama,7.82
Suzumiya Haruhi no Yuuutsu,7.82
Tanaka-kun wa Itsumo Kedaruge,7.82
Tasogare Otome x Amnesia,7.82
Tentai Senshi Sunred 2nd Season,7.82
Wind Breaker,7.82
Working'!!,7.82
Yuusha-Ou GaoGaiGar,7.82
Yuru Yuri♪♪,7.81
Kokoro ga Sakebitagatterunda.,7.81
Little Witch Academia (TV),7.81
Mairimashita! Iruma-kun 3rd Season,7.81
New Initial D Movie: Legend 2 - Tousou,7.81
Planetarian: Hoshi no Hito,7.81
Seto no Hanayome OVA,7.81
Akachan to Boku,7.81
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.81
Beastars,7.81
Bungou Stray Dogs,7.81
Capeta,7.81
Eikoku Koi Monogatari Emma: Molders-hen,7.81
Enen no Shouboutai: Ni no Shou,7.81
Goku Sayonara Zetsubou Sensei,7.81
Baby Steps,7.8
Blue Period,7.8
Break Blade Movie 5: Shisen no Hate,7.8
City Hunter 3,7.8
Flanders no Inu (Movie),7.8
Hidamari Sketch x ☆☆☆ Specials,7.8
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,7.8
InuYasha Movie 3: Tenka Hadou no Ken,7.8
Slayers Try,7.8
Sonny Boy,7.8
"Tadaima, Okaeri",7.8
Yamada-kun to Lv999 no Koi wo Suru,7.8
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.8
Jungle wa Itsumo Hare nochi Guu,7.8
Kami no Tou: Ouji no Kikan,7.8
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,7.8
Kuroko no Basket: Tip Off,7.8
Little Witch Academia,7.8
Lucky☆Star: Original na Visual to Animation,7.8
Lupin III: The First,7.8
Lupin the IIIrd: Jigen Daisuke no Bohyou,7.8
Magi: Sinbad no Bouken,7.8
Mahoujin Guruguru (2017),7.8
Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,7.8
NieR:Automata Ver1.1a Part 2,7.8
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.8
Ojamajo Doremi Na-i-sho,7.8
Oomuro-ke: Dear Sisters,7.8
Shadows House,7.8
Jormungand,7.79
Kidou Senshi Gundam SEED Freedom,7.79
Last Exile,7.79
Maria-sama ga Miteru 3rd,7.79
Meitantei Conan Movie 07: Meikyuu no Crossroad,7.79
Meitantei Conan Movie 09: Suihei Senjou no Strategy,7.79
New Initial D Movie: Legend 1 - Kakusei,7.79
Psycho-Pass 3: First Inspector,7.79
Saint☆Oniisan (Movie),7.79
Aggressive Retsuko (ONA) 3rd Season,7.79
Chuan Shu Zijiu Zhinan,7.79
Crayon Shin-chan,7.79
Digimon Adventure: Bokura no War Game!,7.79
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.79
Emiya-san Chi no Kyou no Gohan,7.79
Free! Movie 5: The Final Stroke - Kouhen,7.79
Go! Princess Precure,7.79
Gochuumon wa Usagi desu ka?? Dear My Sister,7.79
Igano Kabamaru,7.79
Inu-Ou,7.79
Isekai Ojisan,7.79
Shingeki no Kyojin Movie 1: Guren no Yumiya,7.79
Taishou Otome Otogibanashi,7.79
Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.79
The Last: Naruto the Movie,7.79
Tokyo Ghoul,7.79
Wolf's Rain,7.79
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.79
Shiguang Dailiren Fanwai Pian: Biwu Zhaoqin,7.78
Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,7.78
Shingeki no Kyojin: Chronicle,7.78
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.78
Tomo-chan wa Onnanoko!,7.78
Undead Unluck,7.78
Wanmei Shijie,7.78
Yuukoku no Moriarty OVA,7.78
Jungle wa Itsumo Hare nochi Guu Deluxe,7.78
Kekkai Sensen & Beyond,7.78
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,7.78
Liang Bu Yi 2nd Season,7.78
Macross F Movie 1: Itsuwari no Utahime,7.78
Meitantei Conan Movie 12: Senritsu no Full Score,7.78
Mind Game,7.78
Saiyuuki Gaiden,7.78
Seikai no Senki II,7.78
Beastars 2nd Season,7.78
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.78
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.78
Coquelicot-zaka kara,7.78
Digimon Adventure,7.78
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.78
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.78
Heike Monogatari,7.78
Innocence,7.78
Jin-Rou,7.78
Akage no Anne,7.77
Aria the Crepuscolo,7.77
Break Blade Movie 3: Kyoujin no Ato,7.77
Date A Live IV,7.77
Ginga Tetsudou 999,7.77
Gochuumon wa Usagi desu ka??,7.77
Hadashi no Gen,7.77
"Haikyuu!! vs. ""Akaten""",7.77
Hoozuki no Reitetsu,7.77
Yuru Yuri Nachuyachumi!+,7.77
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),7.77
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.77
Lupin the Third: Mine Fujiko to Iu Onna,7.77
Magic Kaito,7.77
Seitokai Yakuindomo Movie 2,7.77
Love Live! School Idol Project 2nd Season,7.76
Lupin III vs. Meitantei Conan,7.76
Lupin III: Part II,7.76
Meitantei Conan Movie 24: Hiiro no Dangan,7.76
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,7.76
Overlord II,7.76
Princess Connect! Re:Dive Season 2,7.76
Ranma ½,7.76
Saenai Heroine no Sodatekata ♭,7.76
Saint Seiya: Meiou Hades Meikai-hen,7.76
Saraiya Goyou,7.76
Akagami no Shirayuki-hime,7.76
Bishoujo Senshi Sailor Moon Crystal Season III,7.76
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.76
Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,7.76
Hibike! Euphonium Movie 3: Chikai no Finale,7.76
Hidamari Sketch x SP,7.76
High Score Girl,7.76
Texhnolyze,7.76
Tonikaku Kawaii: Joshikou-hen,7.76
Turn A Gundam,7.76
Wan Sheng Jie 4,7.76
Wu Dong Qian Kun 4th Season,7.76
Zan Sayonara Zetsubou Sensei Bangaichi,7.76
Shiki Specials,7.75
Taiyou no Ko Esteban,7.75
Udon no Kuni no Kiniro Kemari,7.75
Watashi no Shiawase na Kekkon,7.75
Kidou Senshi Gundam,7.75
Kizumonogatari: Koyomi Vamp,7.75
Kubikiri Cycle: Aoiro Savant to Zaregotozukai,7.75
Kumichou Musume to Sewagakari,7.75
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.75
Lucky☆Star,7.75
Mahoutsukai no Yome Season 2,7.75
Maria-sama ga Miteru 4th,7.75
Meitantei Conan OVA 10: Kid in Trap Island,7.75
Migi to Dali,7.75
Pokemon XY&Z,7.75
Saint Seiya,7.75
Saiyuuki Reload: Burial,7.75
Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,7.75
Seitokai Yakuindomo OVA,7.75
Sekaiichi Hatsukoi: Valentine-hen,7.75
Charlotte,7.75
City Hunter '91,7.75
Colorful (Movie),7.75
Devilman: Crybaby,7.75
Dragon Ball Kai,7.75
Fate/Grand Carnival,7.75
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,7.75
Free! Take Your Marks,7.75
Gakuen Babysitters Special,7.75
Ghost Hunt,7.75
Gochuumon wa Usagi desu ka?? Sing for You,7.75
BanG Dream! Garupa☆Pico,7.74
Bishoujo Senshi Sailor Moon Eternal Movie 2,7.74
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,7.74
Free! Movie 4: The Final Stroke - Zenpen,7.74
Gakkou no Kaidan,7.74
Genshiken 2,7.74
Golden Time,7.74
Grisaia no Rakuen,7.74
Gundam Build Fighters,7.74
Higashi no Eden,7.74
InuYasha: Kuroi Tessaiga,7.74
Shokugeki no Souma: Shin no Sara,7.74
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.74
Tentai Senshi Sunred,7.74
Kidou Senshi Gundam III: Meguriai Sora-hen,7.74
Kidou Senshi Gundam SEED,7.74
Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.74
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,7.74
Kuroko no Basket: Last Game NG-shuu,7.74
Little Witch Academia: Mahoujikake no Parade,7.74
Mairimashita! Iruma-kun,7.74
Shaman King,7.74
Kageki Shoujo!!,7.73
Kokoro Connect,7.73
Kyou kara Maou! 3rd Series,7.73
Liang Bu Yi,7.73
Master Keaton OVA,7.73
Meitantei Conan Movie 19: Gouka no Himawari,7.73
Panty & Stocking with Garterbelt,7.73
Pokemon: The Origin,7.73
Ranma ½ OVA,7.73
Aggressive Retsuko (ONA) 2nd Season,7.73
Ani ni Tsukeru Kusuri wa Nai! 2,7.73
BanG Dream! Garupa☆Pico: Oomori,7.73
Bishoujo Senshi Sailor Moon,7.73
Black Jack,7.73
Boku no Kokoro no Yabai Yatsu: Twi-Yaba,7.73
Change!! Getter Robo: Sekai Saigo no Hi,7.73
Claymore,7.73
Dragon Quest: Dai no Daibouken (2020),7.73
Free! Movie 3: Road to the World - Yume,7.73
Hataraku Maou-sama!,7.73
Hibike! Euphonium: Ensemble Contest-hen,7.73
Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang,7.73
Isekai no Seikishi Monogatari,7.73
Shin Kidou Senki Gundam Wing: Endless Waltz,7.73
Tantei Gakuen Q,7.73
Tianbao Fuyao Lu 2nd Season,7.73
Toshokan Sensou: Kakumei no Tsubasa,7.73
Shiki,7.72
Sidonia no Kishi: Daikyuu Wakusei Seneki,7.72
Slayers,7.72
Tegamibachi Reverse,7.72
Tomodachi Game,7.72
Tonikaku Kawaii: Seifuku,7.72
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.72
Ueki no Housoku,7.72
Yamato Nadeshiko Shichihenge♥,7.72
JoJo no Kimyou na Bouken: Phantom Blood,7.72
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.72
Kyoukai no Kanata,7.72
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,7.72
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,7.72
Memories,7.72
Monsters: Ippyaku Sanjou Hiryuu Jigoku,7.72
Mujin Wakusei Survive,7.72
Neko no Ongaeshi,7.72
Bishoujo Senshi Sailor Moon Cosmos Movie,7.72
Bishoujo Senshi Sailor Moon R,7.72
Bishoujo Senshi Sailor Moon R: The Movie,7.72
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.72
Fanren Xiu Xian Chuan,7.72
Girls & Panzer: Kore ga Hontou no Anzio-sen desu!,7.72
Hidamari Sketch x 365 Specials,7.72
Inazuma Eleven,7.72
Ai no Utagoe wo Kikasete,7.71
Aikatsu! 10th Story: Mirai e no Starway (2023),7.71
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",7.71
Arakawa Under the Bridge x Bridge,7.71
BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,7.71
BanG Dream! Movie: Episode of Roselia - I: Yakusoku,7.71
Berserk: Ougon Jidai-hen I - Haou no Tamago,7.71
Break Blade Movie 2: Ketsubetsu no Michi,7.71
Chi's Sweet Home: Atarashii Ouchi,7.71
Daicon Opening Animations,7.71
Date A Live V,7.71
Death Note: Rewrite,7.71
Enen no Shouboutai,7.71
Fanren Xiu Xian Chuan: Xinghai Feichi Pian Xuzhang,7.71
Final Fantasy VII: Advent Children,7.71
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",7.71
Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,7.71
Jinrui wa Suitai Shimashita,7.71
Tenshi no Tamago,7.71
Tsuki ga Michibiku Isekai Douchuu,7.71
Urusei Yatsura,7.71
Ushiro no Shoumen Daare,7.71
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",7.71
Joshikousei no Mudazukai,7.71
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.71
Kuroko no Basket 2nd Season NG-shuu,7.71
Noragami OVA,7.71
Ojamajo Doremi Dokkaan!,7.71
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.71
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,7.71
Rozen Maiden: Ouvertüre,7.71
School Rumble: Ichi Gakki Hoshuu,7.71
Keroro Gunsou,7.7
Kyousou Giga (TV),7.7
Macross Plus,7.7
Macross Plus Movie Edition,7.7
Meitantei Conan Movie 16: 11-ninme no Striker,7.7
New Game!!,7.7
One Punch Man Specials,7.7
One Punch Man: Road to Hero,7.7
Princess Principal: Crown Handler Movie 2,7.7
Psycho-Pass Movie,7.7
Asagao to Kase-san.,7.7
BanG Dream! Film Live,7.7
BanG Dream! Garupa☆Pico Fever!,7.7
Chuunibyou demo Koi ga Shitai!,7.7
Dragon Ball Kai (2014),7.7
Dragon Ball Kai (2014),7.7
Gekkan Shoujo Nozaki-kun Specials,7.7
Haikyuu!! Lev Genzan!,7.7
IDOLiSH7,7.7
Tetsuwan Birdy Decode:02,7.7
The iDOLM@STER Cinderella Girls: U149,7.7
Uramichi Oniisan,7.7
Xingchen Bian 5th Season,7.7
Shigatsu wa Kimi no Uso: Moments,7.69
Tiger & Bunny Movie 2: The Rising,7.69
Watashi no Ashinaga Ojisan,7.69
Wu Dong Qian Kun 2nd Season,7.69
"Yuru Yuri,",7.69
Junjou Romantica 2,7.69
Junjou Romantica OVA,7.69
Karakai Jouzu no Takagi-san,7.69
Love Live! Superstar!! 2nd Season,7.69
Mahouka Koukou no Rettousei: Tsuioku-hen,7.69
Muumindani no Suisei,7.69
Nurarihyon no Mago OVA,7.69
Pokemon Concierge,7.69
Ani ni Tsukeru Kusuri wa Nai! 3,7.69
Bakuten!! Movie,7.69
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,7.69
D.Gray-man Hallow,7.69
Doraemon (2005),7.69
Fruits Basket,7.69
Hakumei to Mikochi,7.69
Hakuouki Movie 2: Shikon Soukyuu,7.69
Hanasakeru Seishounen,7.69
Hourou Musuko,7.69
Break Blade Movie 6: Doukoku no Toride,7.68
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.68
Isekai Shokudou 2,7.68
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,7.68
Uchuu Kaizoku Captain Herlock,7.68
Yao Shen Ji 6th Season,7.68
Kakushigoto Movie,7.68
Kidou Keisatsu Patlabor: On Television,7.68
Kill la Kill Specials,7.68
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.68
Little Busters! EX,7.68
Naruto: Shippuuden Movie 6 - Road to Ninja,7.68
Overlord Movie 2: Shikkoku no Eiyuu,7.68
Princess Principal,7.68
Seitokai Yakuindomo*,7.68
Kami nomi zo Shiru Sekai: Tenri-hen,7.67
Kanojo to Kanojo no Neko: Everything Flows,7.67
Kengan Ashura Part 2,7.67
Kidou Senshi Gundam: Gyakushuu no Char,7.67
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.67
Kuroko no Basket 3rd Season NG-shuu,7.67
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,7.67
